Course Name,Course Number,Instructor,Link
Forschungsmethoden für Geschäftsinnovation,18MBIh,Prof. Dr. Stefan Feuerriegel,https://courses.unisg.ch/event/events/by-term/578663a7-e4fc-4b04-8ed9-0d43ef1e9d46/14690301
